a,b,c,d,e,used_symbol,ltp,pe,market_cap,status
Laxmi Dental Ltd,LAXMIDENTL,LAXMIDENTL,Medical Equipment &amp; Supplies,https://halalstock.in/is-laxmi-dental-ltd-halal-and-shariah-compliant/,LAXMIDENTL.NS,277.05,58.449368,15227264000,ok
LAXMI ORGANIC INDUSTRIES LTD,LXCHEM,LXCHEM,Chemicals,https://halalstock.in/is-laxmi-organic-industries-ltd-halal-and-shariah-compliant/,LXCHEM.NS,181.63,60.543335,50348118016,ok
LAXMIPATI ENGINEERING WORKS LTD,LAXMIPATI,,Miscellaneous,https://halalstock.in/is-laxmipati-engineering-works-ltd-halal-and-shariah-compliant/,LAXMIPATI.BO,356.0,22.057003,2047712000,ok
LE LAVOIR LTD,LELAVOIR,,Trading,https://halalstock.in/is-le-lavoir-ltd-halal-and-shariah-compliant/,LELAVOIR.BO,221.55,43.871284,717822016,ok
LE TRAVENUES TECHNOLOGY LIMITED,IXIGO,IXIGO,Tour Travel Related Services,https://halalstock.in/is-le-travenues-technology-limited-halal-and-shariah-compliant/,IXIGO.NS,266.9,216.99187,116789886976,ok
LEHAR FOOTWEARS LTD,LEHAR,,Leather / Leather Products,https://halalstock.in/is-lehar-footwears-ltd-halal-and-shariah-compliant/,LEHAR.BO,240.7,19.537338,4255287040,ok
LEMON TREE HOTELS LTD,LEMONTREE,LEMONTREE,Hotels,https://halalstock.in/is-lemon-tree-hotels-ltd-halal-and-shariah-compliant/,LEMONTREE.NS,158.27,56.7276,125325721600,ok
Lenskart Solutions Limited,LENSKART,LENSKART,Speciality Retail,https://halalstock.in/is-lenskart-solutions-limited-halal-and-shariah-compliant/,LENSKART.NS,410.45,153.7266,709089230848,ok
Leo Dryfruits &amp; Spices Trading Ltd,VANDU,,Other Food Products,https://halalstock.in/is-leo-dryfruits-spices-trading-ltd-halal-and-shariah-compliant/,VANDU.BO,69.78,9.468114,1248464640,ok
LESHA INDUSTRIES LTD.,LESHAIND,,Trading,https://halalstock.in/is-lesha-industries-ltd-halal-and-shariah-compliant/,LESHAIND.BO,0.98,49.000004,278826208,ok
LG Electronics India Ltd.,LGEINDIA,LGEINDIA,Household Appliances,https://halalstock.in/is-lg-electronics-india-ltd-halal-and-shariah-compliant/,LGEINDIA.NS,1659.3,55.254745,1126287147008,ok
LGB FORGE LTD.,LGBFORGE,LGBFORGE,Castings &amp; Forgings,https://halalstock.in/is-lgb-forge-ltd-halal-and-shariah-compliant/,LGBFORGE.NS,11.94,,2844131840,ok
LGT Business Connextions Ltd,LGT,,"Tour, Travel Related Services",https://halalstock.in/is-lgt-business-connextions-ltd-halal-and-shariah-compliant/,LGT.BO,49.41,7.32,463110048,ok
LIBERTY SHOES LTD.,LIBERTSHOE,LIBERTSHOE,Leather / Leather Products,https://halalstock.in/is-liberty-shoes-ltd-halal-and-shariah-compliant/,LIBERTSHOE.NS,298.25,38.335476,5102347776,ok
LIKHITHA INFRASTRUCTURE LTD,LIKHITHA,LIKHITHA,Construction,https://halalstock.in/is-likhitha-infrastructure-ltd-halal-and-shariah-compliant/,LIKHITHA.NS,193.35,12.662083,7661962752,ok
LIME CHEMICALS LTD.,LIMECHM,,Chemicals,https://halalstock.in/is-lime-chemicals-ltd-halal-and-shariah-compliant/,LIMECHM.BO,14.0,,91066208,ok
Linc Ltd,LINCPENQ,LINC,Printing &amp; Stationery,https://halalstock.in/is-linc-ltd-halal-and-shariah-compliant/,LINCPENQ.NS,3669363970.0,671552700.0,,ok
LINCOLN PHARMACEUTICALS LTD.,LINCOPH,LINCOLN,Pharmaceuticals - Indian - Formulations,https://halalstock.in/is-lincoln-pharmaceuticals-ltd-halal-and-shariah-compliant/,LINCOPH.NS,3661809920.0,161812192.0,,ok
LINDE INDIA LIMITED,LINDEINDIA,LINDEINDIA,Chemicals,https://halalstock.in/is-linde-india-limited-halal-and-shariah-compliant/,LINDEINDIA.NS,5966.0,99.00432,508805677056,ok
LIPPI SYSTEMS LTD.,LIPPISYS,,Engineering,https://halalstock.in/is-lippi-systems-ltd-halal-and-shariah-compliant/,LIPPISYS.BO,27.4,,191800000,ok
Lloyds Engineering Works Ltd,LLOYDSENGG,LLOYDSENGG,Steel - Medium / Small,https://halalstock.in/is-lloyds-engineering-works-ltd-halal-and-shariah-compliant/,LLOYDSENGG.NS,53.26,51.21154,78503239680,ok
Lloyds Enterprises Ltd.,LLOYDSENT,LLOYDSENT,Trading,https://halalstock.in/is-lloyds-enterprises-ltd-halal-and-shariah-compliant/,LLOYDSENT.NS,58.64,24.535564,89517006848,ok
LLOYDS METALS AND ENERGY LTD.,LLOYDSME,LLOYDSME,Steel - Sponge Iron,https://halalstock.in/is-lloyds-metals-and-energy-ltd-halal-and-shariah-compliant/,LLOYDSME.NS,1220.4,37.877094,647527399424,ok
LMW LTD.,LMW,LMW,Textile Machinery,https://halalstock.in/is-lmw-ltd-halal-and-shariah-compliant/,LMW.NS,15051.0,135.13199,160789839872,ok
LORENZINI APPARELS LTD,LAL,LAL,Textiles - Processing,https://halalstock.in/is-lorenzini-apparels-ltd-halal-and-shariah-compliant/,LAL.NS,9.34,,1640248704,ok
LOTUS CHOCOLATE CO.LTD.,LOTUSCHO,,Food - Processing - Indian,https://halalstock.in/is-lotus-chocolate-co-ltd-halal-and-shariah-compliant/,LOTUSCHO.BO,855.25,114.95296,10982306816,ok
LOVABLE LINGERIE LTD.,LOVABLE,LOVABLE,Textiles - Products,https://halalstock.in/is-lovable-lingerie-ltd-halal-and-shariah-compliant/,LOVABLE.NS,82.91,53.490326,1227068032,ok
LOYAL EQUIPMENTS LTD,LOYAL,,Engineering,https://halalstock.in/is-loyal-equipments-ltd-halal-and-shariah-compliant/,LOYAL.BO,192.65,21.501116,2078693376,ok
LT FOODS LTD.,LTFOODS,LTFOODS,Food - Processing - Indian,https://halalstock.in/is-lt-foods-ltd-halal-and-shariah-compliant/,LTFOODS.NS,408.3,22.274958,141940670464,ok
LTIMindtree Ltd,LTIM,LTIM,Computers - Software - Large,https://halalstock.in/is-larsen-toubro-infotech-ltd-halal-and-shariah-compliant/,LTIM.NS,6096.5,37.173782,1806692384768,ok
LUMAX AUTO TECHNOLOGIES LTD.,LUMAXTECH,LUMAXTECH,Auto Ancillaries,https://halalstock.in/is-lumax-auto-technologies-ltd-halal-and-shariah-compliant/,LUMAXTECH.NS,1536.3,49.51015,104714878976,ok
LUMAX INDUSTRIES LTD.,LUMAXIND,LUMAXIND,Auto Ancillaries,https://halalstock.in/is-lumax-industries-ltd-halal-and-shariah-compliant/,LUMAXIND.NS,5610.6,35.08818,52446384128,ok
LUPIN LTD.,LUPIN,LUPIN,Pharmaceuticals - Indian - Bulk Drugs,https://halalstock.in/is-lupin-ltd-halal-and-shariah-compliant/,LUPIN.NS,2082.2,22.026869,952259772416,ok
LUX INDUSTRIES LTD,LUXIND,LUXIND,Textiles - Composite,https://halalstock.in/is-lux-industries-ltd-halal-and-shariah-compliant/,LUXIND.NS,1192.9,28.167652,35872505856,ok
LYKA LABS LTD.,LYKALABS,LYKALABS,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-lyka-labs-ltd-halal-and-shariah-compliant/,LYKALABS.NS,80.42,134.03333,2870189824,ok
M &amp; B Engineering Ltd,MBEL,MBEL,Civil Construction,https://halalstock.in/is-m-b-engineering-ltd-halal-and-shariah-compliant/,MBEL.NS,390.1,25.766182,22293520384,ok
M P K Steels (I) Ltd.,MPKSTEELS,,Iron &amp; Steel Products,https://halalstock.in/is-m-p-k-steels-i-ltd-halal-and-shariah-compliant/,MPKSTEELS.BO,127.82,21.518518,1301508992,ok
M.M.FORGINGS LTD.,MMFL,MMFL,Castings &amp; Forgings,https://halalstock.in/is-m-m-forgings-ltd-halal-and-shariah-compliant/,MMFL.NS,327.05,16.526022,15823799296,ok
Maagh Advertising &amp; Marketing Services Ltd,MAAGHADV,,Advertising &amp; Media Agencies,https://halalstock.in/is-maagh-advertising-marketing-services-ltd-halal-and-shariah-compliant/,MAAGHADV.BO,25.42,,5719817728,ok
MAAN ALUMINIUM LTD.,MAANALU,MAANALU,Aluminium and Aluminium Products,https://halalstock.in/is-maan-aluminium-ltd-halal-and-shariah-compliant/,MAANALU.NS,160.25,56.228073,8704929792,ok
Macfos Ltd,ROBU,,E-Retail/ E-Commerce,https://halalstock.in/is-macfos-ltd-halal-and-shariah-compliant/,ROBU.BO,813.55,43.113403,7661054464,ok
Mach Conferences And Events Ltd,MCEL,,Other Consumer Services,https://halalstock.in/is-mach-conferences-and-events-ltd-halal-and-shariah-compliant/,MCEL.BO,103.25,16.414944,2172080640,ok
MACROTECH DEVELOPERS LTD,LODHA,LODHA,Construction,https://halalstock.in/is-macrotech-developers-ltd-halal-and-shariah-compliant/,LODHA.NS,1148.2,34.48048,1147070971904,ok
MADHUR INDUSTRIES LTD.,MADHURIND,,Food - Processing - Indian,https://halalstock.in/is-madhur-industries-ltd-halal-and-shariah-compliant/,MADHURIND.BO,6.85,7.965116,28016500,ok
MAESTROS ELECTRONICS &amp; TELECOMMUNICATIONS SYSTEMS LTD,METSL,,Miscellaneous,https://halalstock.in/is-maestros-electronics-telecommunications-systems-ltd-halal-and-shariah-compliant/,METSL.BO,118.25,15.160256,651585664,ok
MAFATLAL INDUSTRIES LTD.,MAFATIND,,Textiles - Composite,https://halalstock.in/is-mafatlal-industries-ltd-halal-and-shariah-compliant/,MAFATIND.BO,163.45,10.279874,11794376704,ok
MAGELLANIC CLOUD LTD,MCLOUD,,Computers - Software &amp; Consulting,https://halalstock.in/is-magellanic-cloud-ltd-halal-and-shariah-compliant/,MCLOUD.NS,29.93,16.266304,17630779392,ok
Magenta Lifecare Ltd,MAGENTA,,"Furniture, Home Furnishing",https://halalstock.in/is-magenta-lifecare-ltd-halal-and-shariah-compliant/,MAGENTA.BO,13.26,94.71429,91095368,ok
MAGNA ELECTRO CASTINGS LTD.,MAGNAELQ,,Castings &amp; Forgings,https://halalstock.in/is-magna-electro-castings-ltd-halal-and-shariah-compliant/,MAGNAELQ.BO,960.7,18.69066,4065783296,ok
Mahamaya Lifesciences Limited,MAHALIFE,,Pesticides &amp; Agrochemicals,https://halalstock.in/is-mahamaya-lifesciences-limited-halal-and-shariah-compliant/,MAHALIFE.BO,118.15,,,ok
MAHAMAYA STEEL INDUSTRIES LTD.,MAHASTEEL,MAHASTEEL,Steel - Medium / Small,https://halalstock.in/is-mahamaya-steel-industries-ltd-halal-and-shariah-compliant/,MAHASTEEL.NS,737.5,120.50654,12137878528,ok
MAHANAGAR GAS LTD,MGL,MGL,Miscellaneous,https://halalstock.in/is-mahanagar-gas-ltd-halal-and-shariah-compliant/,MGL.NS,1200.2,12.16501,118553083904,ok
MAHARASHTRA CORPORATION LTD.,MAHACORP,,Trading,https://halalstock.in/is-maharashtra-corporation-ltd-halal-and-shariah-compliant/,MAHACORP.BO,0.44,,273183136,ok
MAHARASHTRA SEAMLESS LTD.,MAHSEAMLES,MAHSEAMLES,Steel - Medium / Small,https://halalstock.in/is-maharashtra-seamless-ltd-halal-and-shariah-compliant/,MAHSEAMLES.NS,589.1,10.070086,78938955776,ok
MAHINDRA EPC IRRIGATION LTD,MAHEPC,MAHEPC,Plastics Products,https://halalstock.in/is-mahindra-epc-irrigation-ltd-halal-and-shariah-compliant/,MAHEPC.NS,128.89,25.726545,3601504768,ok
MAHINDRA LIFESPACE DEVELOPERS LTD.,MAHLIFE,MAHLIFE,Construction,https://halalstock.in/is-mahindra-lifespace-developers-ltd-halal-and-shariah-compliant/,MAHLIFE.NS,419.4,47.604992,89463996416,ok
MAHINDRA LOGISTICS LTD,MAHLOG,MAHLOG,Miscellaneous,https://halalstock.in/is-mahindra-logistics-ltd-halal-and-shariah-compliant/,MAHLOG.NS,324.95,,32228792320,ok
Maiden Forgings Ltd,MAIDEN,,Iron &amp; Steel Products,https://halalstock.in/is-maiden-forgings-ltd-halal-and-shariah-compliant/,MAIDEN.BO,85.89,29.719723,1220668672,ok
MAITHAN ALLOYS LTD.,MAITHANALL,MAITHANALL,Mining / Minerals / Metals,https://halalstock.in/is-maithan-alloys-ltd-halal-and-shariah-compliant/,MAITHANALL.NS,958.9,6.2734704,27983501312,ok
MAKERS LABORATORIES LTD.,MAKERSL,,Pharmaceuticals - Indian - Formulations,https://halalstock.in/is-makers-laboratories-ltd-halal-and-shariah-compliant/,MAKERSL.BO,120.2,,709225152,ok
MALLCOM (INDIA) LTD,MALLCOM,MALLCOM,Textiles - Products,https://halalstock.in/is-mallcom-india-ltd-halal-and-shariah-compliant/,MALLCOM.NS,1254.0,14.925018,7824960000,ok
Mamata Machinery Limited,MAMATA,MAMATA,Industrial Products,https://halalstock.in/is-mamata-machinery-limited-halal-and-shariah-compliant/,MAMATA.NS,423.8,24.217142,10428785664,ok
MAN INDUSTRIES (INDIA) LTD.,MANINDS,MANINDS,Steel - Medium / Small,https://halalstock.in/is-man-industries-india-ltd-halal-and-shariah-compliant/,MANINDS.NS,466.4,19.417152,34984460288,ok
MANAKSIA LTD.,MANAKSIA,MANAKSIA,Mining / Minerals / Metals,https://halalstock.in/is-manaksia-ltd-halal-and-shariah-compliant/,MANAKSIA.NS,63.77,8.303386,4179106304,ok
MANALI PETROCHEMICAL LTD.,MANALIPETC,MANALIPETC,Petrochemicals,https://halalstock.in/is-manali-petrochemical-ltd-halal-and-shariah-compliant/,MANALIPETC.NS,65.16,23.106384,11207470080,ok
Mangal Electrical Industries Limited,MEIL,MEIL,Other Electrical Equipment,https://halalstock.in/is-mangal-electrical-industries-limited-halal-and-shariah-compliant/,MEIL.NS,399.6,24.758366,11040997376,ok
MANGALAM SEEDS LTD,MSL,,Miscellaneous,https://halalstock.in/is-mangalam-seeds-ltd-halal-and-shariah-compliant/,MSL.BO,151.7,15.868199,1665689984,ok
Mankind Pharma Ltd,MANKIND,MANKIND,Pharmaceuticals,https://halalstock.in/is-mankind-pharma-ltd-halal-and-shariah-compliant/,MANKIND.NS,2251.0,52.9149,929224196096,ok
Manoj Jewellers Ltd,MANOJJEWEL,,"Gems, Jewellery And Watches",https://halalstock.in/is-manoj-jewellers-ltd-halal-and-shariah-compliant/,MANOJJEWEL.BO,50.85,5.60022,456919168,ok
MANORAMA INDUSTRIES LTD,MANORAMA,MANORAMA,Solvent Extraction,https://halalstock.in/is-manorama-industries-ltd-halal-and-shariah-compliant/,MANORAMA.NS,1294.8,45.44753,77354967040,ok
MANUGRAPH INDIA LTD.,MANUGRAPH,MANUGRAPH,Engineering,https://halalstock.in/is-manugraph-india-ltd-halal-and-shariah-compliant/,MANUGRAPH.NS,16.46,,518209632,ok
Marc Loire Fashions Ltd,MARCLOIRE,,Footwear,https://halalstock.in/is-marc-loire-fashions-ltd-halal-and-shariah-compliant/,MARCLOIRE.BO,52.19,10.293885,370548992,ok
MARICO LTD.,MARICO,MARICO,Personal Care - Indian,https://halalstock.in/is-marico-ltd-halal-and-shariah-compliant/,MARICO.NS,717.4,55.872276,928754368512,ok
MARKSANS PHARMA LTD.,MARKSANS,MARKSANS,Pharmaceuticals - Indian - Bulk Drugs,https://halalstock.in/is-marksans-pharma-ltd-halal-and-shariah-compliant/,MARKSANS.NS,187.95,24.22036,85172125696,ok
MARSONS LIMITED,MARSONS,,Electric Equipment,https://halalstock.in/is-marsons-limited-halal-and-shariah-compliant/,MARSONS.BO,159.35,83.86842,27424135168,ok
MARUTI INFRASTRUCTURE LTD.,MAINFRA,,Construction &amp; Engineering,https://halalstock.in/is-maruti-infrastructure-ltd-halal-and-shariah-compliant/,MAINFRA.BO,11.88,38.322582,1113750016,ok
MARUTI SUZUKI INDIA LTD.,MARUTI,MARUTI,Automobiles - Passenger Cars,https://halalstock.in/is-maruti-suzuki-india-ltd-halal-and-shariah-compliant/,MARUTI.NS,15900.0,33.783783,4999000621056,ok
MASTEK LTD.,MASTEK,MASTEK,Computers - Software - Medium / Small,https://halalstock.in/is-mastek-ltd-halal-and-shariah-compliant/,MASTEK.NS,2213.7,18.867296,68641361920,ok
MATRIMONY.COM LTD,MATRIMONY,MATRIMONY,Miscellaneous,https://halalstock.in/is-matrimony-com-ltd-halal-and-shariah-compliant/,MATRIMONY.NS,489.15,30.861198,10578315264,ok
MAWANA SUGARS LTD.,MAWANASUG,MAWANASUG,Sugar,https://halalstock.in/is-mawana-sugars-ltd-halal-and-shariah-compliant/,MAWANASUG.NS,83.68,3.132909,3273299200,ok
MAX HEALTHCARE INSTITUTE LTD,MAXHEALTH,MAXHEALTH,Healthcare,https://halalstock.in/is-max-healthcare-institute-ltd-halal-and-shariah-compliant/,MAXHEALTH.NS,1162.8,84.01734,1130767843328,ok
MAXIMUS INTERNATIONAL LTD,MAXIMUS,,Trading,https://halalstock.in/is-maximus-international-ltd-halal-and-shariah-compliant/,MAXIMUS.BO,11.4,15.616437,1550810368,ok
Mayank Cattle Food Ltd,MCFL,,Animal Feed,https://halalstock.in/is-mayank-cattle-food-ltd-halal-and-shariah-compliant/,MCFL.BO,207.0,20.27424,1117799936,ok
MAYUR UNIQUOTERS LTD.,MAYURUNIQ,MAYURUNIQ,Plastics Products,https://halalstock.in/is-mayur-uniquoters-ltd-halal-and-shariah-compliant/,MAYURUNIQ.NS,498.5,14.105829,21697439744,ok
MAZDA LTD.,MAZDALTD,MAZDA,Engineering,https://halalstock.in/is-mazda-ltd-halal-and-shariah-compliant/,MAZDALTD.NS,1379273980.0,40601512.0,,ok
MEDIA MATRIX WORLDWIDE LTD.,MMWL,,Entertainment / Electronic Media Software,https://halalstock.in/is-media-matrix-worldwide-ltd-halal-and-shariah-compliant/,MMWL.BO,11.76,392.00003,13321049088,ok
MEDICAMEN BIOTECH LTD.,MEDICAMEQ,MEDICAMEQ,Pharmaceuticals - Indian - Formulations,https://halalstock.in/is-medicamen-biotech-ltd-halal-and-shariah-compliant/,MEDICAMEQ.NS,411.6,59.13793,5582454784,ok
MEDI-CAPS LTD.,MEDICAPQ,,Pharmaceuticals,https://halalstock.in/is-medi-caps-ltd-halal-and-shariah-compliant/,MEDICAPQ.BO,33.51,,417868192,ok
MEDICO INTERCONTINENTAL LTD,MIL,,Trading,https://halalstock.in/is-medico-intercontinental-ltd-halal-and-shariah-compliant/,MIL.BO,31.27,3127.0,312700000,ok
Medico Remedies Ltd,MEDICO,MEDICO,Pharmaceuticals,https://halalstock.in/is-medico-remedies-ltd-halal-and-shariah-compliant/,MEDICO.NS,52.11,38.036495,4324296192,ok
MEDINOVA DIAGNOSTIC SERVICES LTD.,MEDINOV,,Healthcare,https://halalstock.in/is-medinova-diagnostic-services-ltd-halal-and-shariah-compliant/,MEDINOV.BO,44.0,20.465115,439192160,ok
Medplus Health Services Ltd,MEDPLUS,MEDPLUS,Food &amp; Drugs Retailing,https://halalstock.in/is-medplus-health-services-ltd-halal-and-shariah-compliant/,MEDPLUS.NS,808.8,49.741695,96868114432,ok
MEERA INDUSTRIES LTD,MEERA,,Textile Machinery,https://halalstock.in/is-meera-industries-ltd-halal-and-shariah-compliant/,MEERA.BO,64.38,23.933084,687500864,ok
MEGRI SOFT LTD,MEGRISOFT,,Computers - Software - Medium / Small,https://halalstock.in/is-megri-soft-ltd-halal-and-shariah-compliant/,MEGRISOFT.BO,99.8,55.754192,313441856,ok
Mehul Colours Ltd,MEHUL,,Specialty Chemicals,https://halalstock.in/is-mehul-colours-ltd-halal-and-shariah-compliant/,MEHUL.BO,76.5,12.944162,807001536,ok
MENON BEARINGS LTD.,MENONBE,MENONBE,Bearings,https://halalstock.in/is-menon-bearings-ltd-halal-and-shariah-compliant/,MENONBE.NS,108.78,22.290983,6096031232,ok
MENON PISTONS LTD.,MENNPIS,,Auto Ancillaries,https://halalstock.in/is-menon-pistons-ltd-halal-and-shariah-compliant/,MENNPIS.BO,57.38,11.806584,2926380032,ok
MERCANTILE VENTURES LTD,MERCANTILE,,Construction,https://halalstock.in/is-mercantile-ventures-ltd-halal-and-shariah-compliant/,MERCANTILE.BO,24.28,23.572817,2717373696,ok
Mercury Ev-Tech Ltd,MERCURYEV,,Passenger Cars &amp; Utility Vehicles,https://halalstock.in/is-mercury-metals-ltd-halal-and-shariah-compliant/,MERCURYEV.BO,40.86,95.023254,7762299392,ok
MERCURY LABORATORIES LTD,MERCURYLAB,,Pharmaceuticals - Indian - Formulations,https://halalstock.in/is-mercury-laboratories-ltd-halal-and-shariah-compliant/,MERCURYLAB.BO,845.55,20.66349,1014659968,ok
Meta Infotech Ltd,METAINFO,,IT Enabled Services,https://halalstock.in/is-meta-infotech-ltd-halal-and-shariah-compliant/,METAINFO.BO,136.2,18.786207,2571646720,ok
METAL COATINGS (INDIA) LTD.,METALCO,,Steel - Medium / Small,https://halalstock.in/is-metal-coatings-india-ltd-halal-and-shariah-compliant/,METALCO.BO,70.21,24.463415,514414624,ok
Metro Brands Ltd,METROBRAND,METROBRAND,Footwear,https://halalstock.in/is-metro-brands-ltd-halal-and-shariah-compliant/,METROBRAND.NS,1170.6,90.11547,319081283584,ok
METROPOLIS HEALTHCARE LTD,METROPOLIS,METROPOLIS,Healthcare,https://halalstock.in/is-metropolis-healthcare-ltd-halal-and-shariah-compliant/,METROPOLIS.NS,1931.0,63.290726,100124917760,ok
Meyer Apparel Ltd,MAL,,"Textiles, Apparels &amp; Accessories",https://halalstock.in/is-meyer-apparel-ltd-halal-and-shariah-compliant/,MAL.NS,41.25,16.113281,1031249984,ok
MIC Electronics Limited,MICEL,MICEL,Technology,https://halalstock.in/is-mic-electronics-limited-halal-and-shariah-compliant/,MICEL.NS,44.68,114.56411,10768396288,ok
Midwest Limited,MIDWESTLTD,MIDWESTLTD,Granites &amp; Marbles,https://halalstock.in/is-midwest-limited-halal-and-shariah-compliant/,MIDWESTLTD.NS,1407.9,41.666172,50910814208,ok
MILESTONE GLOBAL LTD.,MILESTONE,,Miscellaneous,https://halalstock.in/is-milestone-global-ltd-halal-and-shariah-compliant/,MILESTONE.BO,30.17,75.424995,151377968,ok
Millennium Online Solutions ( India ) Ltd,MILLENNIUM,,Misc.Commercial Services,https://halalstock.in/is-millennium-online-solutions-india-ltd-halal-and-shariah-compliant/,MILLENNIUM.BO,1.92,,96037464,ok
MINDA CORPORATION LTD,MINDACORP,MINDACORP,Auto Ancillaries,https://halalstock.in/is-minda-corporation-ltd-halal-and-shariah-compliant/,MINDACORP.NS,581.25,52.083336,136803532800,ok
MINDTECK (INDIA) LTD.,MINDTECK,MINDTECK,Computers - Software - Medium / Small,https://halalstock.in/is-mindteck-india-ltd-halal-and-shariah-compliant/,MINDTECK.NS,210.4,21.64609,6792837632,ok
MINI DIAMONDS (INDIA) LTD.,MINID,,Diamond Cutting / Jewellery,https://halalstock.in/is-mini-diamonds-india-ltd-halal-and-shariah-compliant/,MINID.BO,140.0,636.36365,3299676160,ok
MIRC ELECTRONICS LTD.,MIRCELECTR,MIRCELECTR,Electronics - Consumer,https://halalstock.in/is-mirc-electronics-ltd-halal-and-shariah-compliant/,MIRCELECTR.NS,24.88,,9242892288,ok
MIRZA INTERNATIONAL LTD.,MIRZAINT,MIRZAINT,Leather / Leather Products,https://halalstock.in/is-mirza-international-ltd-halal-and-shariah-compliant/,MIRZAINT.NS,38.59,52.863014,5333211648,ok
Mish Designs Ltd,MISHDESIGN,,Garments &amp; Apparels,https://halalstock.in/is-mish-designs-ltd-halal-and-shariah-compliant/,MISHDESIGN.BO,43.1,14.224422,137187296,ok
MISHRA DHATU NIGAM LTD,MIDHANI,MIDHANI,Steel - Medium / Small,https://halalstock.in/is-mishra-dhatu-nigam-ltd-halal-and-shariah-compliant/,MIDHANI.NS,328.7,57.16522,61578661888,ok
MISHTANN FOODS LTD,MISHTANN,,Food - Processing - Indian,https://halalstock.in/is-mishtann-foods-ltd-halal-and-shariah-compliant/,MISHTANN.BO,4.74,1.5339806,5107885056,ok
MISQUITA ENGINEERING LTD,MISQUITA,,Engineering,https://halalstock.in/is-misquita-engineering-ltd-halal-and-shariah-compliant/,MISQUITA.BO,110.0,611.1111,515680000,ok
MITSHI INDIA LTD,MITSHI,,Trading,https://halalstock.in/is-mitshi-india-ltd-halal-and-shariah-compliant/,MITSHI.BO,14.49,483.0,127512000,ok
MITSU CHEM PLAST LTD,MITSU,,Plastics Products,https://halalstock.in/is-mitsu-chem-plast-ltd-halal-and-shariah-compliant/,MITSU.BO,99.25,16.350906,1347612160,ok
Mittal Sections,MITTALSTL,,Iron &amp; Steel Products,https://halalstock.in/is-mittal-sections-halal-and-shariah-compliant/,MITTALSTL.BO,51.71,16.573719,598155392,ok
MK EXIM (INDIA) LTD,MKEXIM,,Textiles - Products,https://halalstock.in/is-mk-exim-india-ltd-halal-and-shariah-compliant/,MKEXIM.BO,54.26,12.193258,2190327040,ok
MKP Mobility Ltd,MKPMOB,,Other Textile Products,https://halalstock.in/is-mkp-mobility-ltd-halal-and-shariah-compliant/,MKPMOB.BO,140.0,22.95082,477544192,ok
MM RUBBER COMPANY LTD.,MMRUBBR-B,,Miscellaneous,https://halalstock.in/is-mm-rubber-company-ltd-halal-and-shariah-compliant/,MMRUBBR-B.BO,80.96,,504468384,ok
MODERN DAIRIES LTD.,MODAIRY,,Food - Processing - Indian,https://halalstock.in/is-modern-dairies-ltd-halal-and-shariah-compliant/,MODAIRY.BO,40.93,1.2236173,1048620928,ok
MODERN INSULATORS LTD.,MODINSU,,Electric Equipment,https://halalstock.in/is-modern-insulators-ltd-halal-and-shariah-compliant/,MODINSU.BO,168.9,15.994317,7962604544,ok
Modern Threads (India) Ltd.,MODTHREAD,MODTHREAD,Textiles,https://halalstock.in/is-modern-threads-india-ltd-halal-and-shariah-compliant/,MODTHREAD.NS,44.66,28.265821,1556833280,ok
MOIL LTD.,MOIL,MOIL,Mining / Minerals / Metals,https://halalstock.in/is-moil-ltd-halal-and-shariah-compliant/,MOIL.NS,338.55,22.890467,68889919488,ok
MOLD-TEK PACKAGING LIMITED,MOLDTKPAC,MOLDTKPAC,Plastics Products,https://halalstock.in/is-mold-tek-packaging-limited-halal-and-shariah-compliant/,MOLDTKPAC.NS,609.9,29.94109,20266315776,ok
Monarch Surveyors and Engineering Consultants Ltd,MSECL,,Consulting Services,https://halalstock.in/is-monarch-surveyors-and-engineering-consultants-ltd-halal-and-shariah-compliant/,MSECL.BO,232.3,8.326165,3288438784,ok
MOREPEN LABORATORIES LTD.,MOREPENLAB,MOREPENLAB,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-morepen-laboratories-ltd-halal-and-shariah-compliant/,MOREPENLAB.NS,43.4,24.245811,23815981056,ok
MORGANITE CRUCIBLE (INDIA) LTD.,MORGANITE,,Refractories / Intermediates,https://halalstock.in/is-morganite-crucible-india-ltd-halal-and-shariah-compliant/,MORGANITE.BO,1555.75,34.480274,8712200192,ok
MOSCHIP TECHNOLOGIES LTD,MOSCHIP,MOSCHIP,Computers - Software - Medium / Small,https://halalstock.in/is-moschip-technologies-ltd-halal-and-shariah-compliant/,MOSCHIP.NS,218.95,101.837204,42146861056,ok
Motherson Sumi Wiring India Ltd,MSUMI,MSUMI,Auto Components &amp; Equipments,https://halalstock.in/is-motherson-sumi-systems-ltd-halal-and-shariah-compliant/,MSUMI.NS,45.66,49.096775,302801682432,ok
Motisons Jewellers Ltd,MOTISONS,MOTISONS,"Gems, Jewellery And Watches",https://halalstock.in/is-motisons-jewellers-ltd-halal-and-shariah-compliant/,MOTISONS.NS,17.12,,16872445952,ok
MOTOR &amp; GENERAL FINANCE LTD.,MOTOGENFIN,MOTOGENFIN,Finance &amp; Investments,https://halalstock.in/is-motor-general-finance-ltd-halal-and-shariah-compliant/,MOTOGENFIN.NS,28.89,74.07693,1127755392,ok
